sequenceID	m49_country.display_name	gb_length	non_n_length	gb_genotype	recogniser_genotypes	reverse_complement	rotation
AB116092	Philippines	3221	3221	-	A	FALSE	0
AB116093	Philippines	3221	3220	-	A	FALSE	0
AB116094	Philippines	3221	3220	-	A	FALSE	0
AB116266	Japan	3182	3182	-	D	FALSE	0
AB116549	Panama	3215	3215	-	F	FALSE	0
AB116550	Panama	3215	3215	-	F	FALSE	0
AB116551	Venezuela	3215	3215	-	F	FALSE	0
AB116552	Venezuela	3215	3215	-	F	FALSE	0
AB116654	Japan	3215	3215	F	F	FALSE	0
AB117758	Cambodia	3215	3215	C	C	FALSE	0
AB117759	Cambodia	3215	3215	B	B	FALSE	0
AB119010	Mongolia	396	396	-	D	FALSE	0
AB119011	Mongolia	396	396	-	D	FALSE	0
AB119012	Mongolia	396	396	-	D	FALSE	0
AB119013	Mongolia	396	396	-	D	FALSE	0
AB119014	Mongolia	396	396	-	D	FALSE	0
AB119015	Mongolia	396	396	-	F	FALSE	0
AB119016	Mongolia	396	396	-	D	FALSE	0
AB119017	Mongolia	396	396	-	D	FALSE	0
AB119018	Mongolia	396	396	-	D	FALSE	0
AB119019	Mongolia	396	396	-	D	FALSE	0
AB119020	Mongolia	396	396	-	D	FALSE	0
AB119021	Mongolia	396	396	-	D	FALSE	0
AB119022	Mongolia	396	396	-	D	FALSE	0
AB119023	Mongolia	396	396	-	D	FALSE	0
AB119024	Mongolia	396	396	-	D	FALSE	0
AB119025	Mongolia	396	396	-	D	FALSE	0
AB119026	Mongolia	396	396	-	D	FALSE	0
AB119027	Mongolia	396	396	-	D	FALSE	0
AB119028	Mongolia	396	396	-	D	FALSE	0
AB119029	Mongolia	396	396	-	D	FALSE	0
AB119030	Mongolia	396	396	-	D	FALSE	0
AB119031	Mongolia	396	396	-	D	FALSE	0
AB119251	-	3182	3182	D	D	FALSE	0
AB119252	-	3182	3182	D	D	FALSE	0
AB119253	-	3182	3182	D	D	FALSE	0
AB119254	-	3182	3182	D	D	FALSE	0
AB119255	-	3182	3182	D	D	FALSE	0
AB119256	-	3182	3182	D	D	FALSE	0
AB120308	-	3182	3182	D	D	FALSE	0
AB126580	Russia	3221	3220	A	A	FALSE	0
AB126581	Russia	3182	3182	D	D	FALSE	0
AB163781	-	417	417	-	A	FALSE	0
AB163782	-	406	406	-	A	FALSE	0
AB163783	-	406	406	-	A	FALSE	0
AB163784	-	406	406	-	A	FALSE	0
AB163785	-	406	406	-	A	FALSE	0
AB163786	-	406	406	-	A	FALSE	0
AB163787	-	406	406	-	A	FALSE	0
AB163788	-	406	406	-	A	FALSE	0
AB163789	-	406	406	-	A	FALSE	0
AB163790	-	398	398	-	A	FALSE	0
AB163791	-	398	398	-	A	FALSE	0
AB163792	-	398	398	-	A	FALSE	0
AB163793	-	398	398	-	A	FALSE	0
AB163794	-	398	398	-	A	FALSE	0
AB163795	-	398	398	-	A	FALSE	0
AB163796	-	398	398	-	A	FALSE	0
AB163797	-	398	398	-	A	FALSE	0
AB163798	-	398	398	-	A	FALSE	0
AB163799	-	398	398	-	A	FALSE	0
AB163800	-	398	398	-	A	FALSE	0
AB163801	-	398	398	-	A	FALSE	0
AB163802	-	398	398	-	A	FALSE	0
AB163803	-	398	398	-	A	FALSE	0
AB163804	-	406	406	-	A	FALSE	0
AB163805	-	398	398	-	A	FALSE	0
AB163806	-	398	398	-	A	FALSE	0
AB163807	-	398	398	-	A	FALSE	0
AB163808	-	398	398	-	A	FALSE	0
AB163809	-	398	398	-	A	FALSE	0
AB163810	-	406	406	-	A	FALSE	0
AB163811	-	406	406	-	A	FALSE	0
AB163812	-	406	406	-	A	FALSE	0
AB163813	-	406	406	-	A	FALSE	0
AB163814	-	406	406	-	A	FALSE	0
AB163815	-	406	406	-	A	FALSE	0
AB163816	-	406	406	-	A	FALSE	0
AB163817	-	406	406	-	A	FALSE	0
AB163818	-	406	406	-	A	FALSE	0
AB163819	-	406	406	-	A	FALSE	0
AB163820	-	406	406	-	A	FALSE	0
AB166850	Bolivia	3215	3215	F	F	FALSE	0
AB167547	-	398	398	-	A	FALSE	0
AB167548	-	398	398	-	A	FALSE	0
AB167549	-	398	398	-	A	FALSE	0
AB167550	-	398	398	-	A	FALSE	0
AB167551	-	398	398	-	A	FALSE	0
AB167552	-	398	398	-	A	FALSE	0
AB167553	-	398	398	-	A	FALSE	0
AB167554	-	398	398	-	A	FALSE	0
AB167555	-	398	398	-	A	FALSE	0
AB167556	-	398	398	-	A	FALSE	0
AB167557	-	398	398	-	A	FALSE	0
AB167558	-	398	398	-	A	FALSE	0
AB167559	-	398	398	-	A	FALSE	0
AB167560	-	398	398	-	A	FALSE	0
AB167561	-	398	398	-	A	FALSE	0
AB167562	-	398	398	-	A	FALSE	0
AB167563	-	398	398	-	A	FALSE	0
AB167564	-	398	398	-	A	FALSE	0
AB167565	-	398	398	-	A	FALSE	0
AB167566	-	398	398	-	A	FALSE	0
AB167567	-	398	398	-	A	FALSE	0
AB167568	-	398	398	-	A	FALSE	0
AB167569	-	398	398	-	A	FALSE	0
AB167570	-	398	398	-	A	FALSE	0
AB167571	-	398	398	-	A	FALSE	0
AB167572	-	398	398	-	A	FALSE	0
AB167573	-	398	398	-	A	FALSE	0
AB167574	-	398	398	-	A	FALSE	0
AB167575	-	398	398	-	A	FALSE	0
AB167576	-	398	398	-	A	FALSE	0
AB167577	-	398	398	-	A	FALSE	0
AB167578	-	398	398	-	A	FALSE	0
AB167579	-	398	398	-	A	FALSE	0
AB167580	-	398	398	-	A	FALSE	0
AB167581	-	398	398	-	A	FALSE	0
AB167582	-	398	398	-	A	FALSE	0
AB167583	-	398	398	-	A	FALSE	0
AB167584	-	398	398	-	A	FALSE	0
AB167585	-	398	398	-	A	FALSE	0
AB167586	-	398	398	-	A	FALSE	0
AB167587	-	398	398	-	A	FALSE	0
AB167588	-	398	398	-	A	FALSE	0
AB167589	-	398	398	-	A	FALSE	0
AB167590	-	398	398	-	A	FALSE	0
AB167591	-	398	398	-	A	FALSE	0
AB167592	-	398	398	-	A	FALSE	0
AB167593	-	398	398	-	A	FALSE	0
AB167594	-	398	398	-	A	FALSE	0
AB167595	-	398	398	-	A	FALSE	0
AB167596	-	398	398	-	A	FALSE	0
AB167597	-	398	398	-	A	FALSE	0
AB167598	-	398	398	-	A	FALSE	0
AB167599	-	398	398	-	A	FALSE	0
AB167600	-	398	398	-	A	FALSE	0
AB167601	-	398	398	-	A	FALSE	0
AB167602	-	398	398	-	A	FALSE	0
AB167603	-	398	398	-	A	FALSE	0
AB167604	-	398	398	-	A	FALSE	0
AB167605	-	398	398	-	A	FALSE	0
AB167606	-	398	398	-	A	FALSE	0
AB167607	-	398	398	-	A	FALSE	0
AB167608	-	398	398	-	A	FALSE	0
AB167609	-	398	398	-	A	FALSE	0
AB167610	-	398	398	-	A	FALSE	0
AB167611	-	398	398	-	A	FALSE	0
AB167612	-	398	398	-	A	FALSE	0
AB167613	-	398	398	-	A	FALSE	0
AB167614	-	398	398	-	A	FALSE	0
AB167615	-	398	398	-	A	FALSE	0
AB167616	-	398	398	-	A	FALSE	0
AB167617	-	398	398	-	A	FALSE	0
AB167618	-	398	398	-	A	FALSE	0
AB167619	-	398	398	-	A	FALSE	0
AB167620	-	398	398	-	A	FALSE	0
AB167621	-	398	398	-	A	FALSE	0
AB167622	-	398	398	-	A	FALSE	0
AB167623	-	398	398	-	A	FALSE	0
AB167624	-	398	398	-	A	FALSE	0
AB167625	-	398	398	-	A	FALSE	0
AB167626	-	398	398	-	A	FALSE	0
AB167627	-	398	398	-	A	FALSE	0
AB167628	-	398	398	-	A	FALSE	0
AB167629	-	398	398	-	A	FALSE	0
AB167630	-	398	398	-	A	FALSE	0
AB167631	-	398	398	-	A	FALSE	0
AB167632	-	398	398	-	A	FALSE	0
AB167633	-	398	398	-	A	FALSE	0
AB167634	-	398	398	-	A	FALSE	0
AB167635	-	398	398	-	A	FALSE	0
AB167636	-	398	398	-	A	FALSE	0
AB167637	-	398	398	-	A	FALSE	0
AB167638	-	398	398	-	A	FALSE	0
AB167639	-	398	398	-	A	FALSE	0
AB167640	-	398	398	-	A	FALSE	0
AB167641	-	398	398	-	A	FALSE	0
AB167642	-	398	398	-	A	FALSE	0
AB167643	-	398	398	-	A	FALSE	0
AB167644	-	388	388	-	A	FALSE	0
AB167645	-	390	390	-	A	FALSE	0
AB167646	-	388	388	-	A	FALSE	0
AB176642	Japan	3215	3213	-	C	FALSE	0
AB176643	Japan	2979	2979	-	C	FALSE	0
AB179747	Japan	3215	3215	H	H	FALSE	0
AB182589	Japan	3215	3215	-	C	FALSE	0
AB188241	-	3182	3181	D	D	FALSE	0
AB188242	-	3182	3182	D	D	FALSE	0
AB188243	-	3182	3182	D	D	FALSE	0
AB188244	-	3182	3182	D	D	FALSE	0
AB188245	-	3182	3182	D	D	FALSE	0
AB191346	Japan	396	396	A	A	FALSE	0
AB191347	Japan	396	396	D	D	FALSE	0
AB191348	Japan	396	396	A	A	FALSE	0
AB191349	Japan	396	396	A	A	FALSE	0
AB191350	Japan	396	396	C	C	FALSE	0
AB191351	Japan	396	396	B	B	FALSE	0
AB191352	Japan	396	396	C	C	FALSE	0
AB191353	Japan	396	396	C	C	FALSE	0
AB191354	Japan	396	396	A	A	FALSE	0
AB191355	Japan	396	396	A	A	FALSE	0
AB191356	Japan	396	396	A	A	FALSE	0
AB191357	Japan	396	396	C	C	FALSE	0
AB191358	Japan	396	396	A	A	FALSE	0
AB191359	Japan	396	396	C	C	FALSE	0
AB191360	Japan	396	396	A	A	FALSE	0
AB191361	Japan	396	396	D	D	FALSE	0
AB191362	Japan	396	396	C	C	FALSE	0
AB191363	Japan	396	396	H	H	FALSE	0
AB191364	Japan	396	396	A	A	FALSE	0
AB191365	Japan	396	396	C	C	FALSE	0
AB191366	Japan	396	396	A	A	FALSE	0
AB191367	Japan	396	396	A	A	FALSE	0
AB191368	Japan	396	396	C	C	FALSE	0
AB191369	Japan	396	396	B	B	FALSE	0
AB191370	Japan	396	396	A	A	FALSE	0
AB191371	Japan	396	396	H	H	FALSE	0
AB191372	Japan	396	396	A	A	FALSE	0
AB191373	Japan	396	396	A	A	FALSE	0
AB191374	Japan	396	396	A	A	FALSE	0
AB191375	Japan	396	396	E	E	FALSE	0
AB191376	Japan	396	396	H	H	FALSE	0
AB191377	Japan	396	396	A	A	FALSE	0
AB191378	Japan	396	396	G	G	FALSE	0
AB191379	Japan	396	396	D	D	FALSE	0
AB191380	Japan	396	396	C	C	FALSE	0
AB191381	Japan	396	396	A	A	FALSE	0
AB191382	Japan	396	396	A	A	FALSE	0
AB191383	Japan	396	396	H	H	FALSE	0
AB191384	Japan	402	402	A	A	FALSE	0
AB191385	Japan	396	396	A	A	FALSE	0
AB191386	Japan	396	396	A	A	FALSE	0
AB191387	Japan	396	396	A	A	FALSE	0
AB191388	Japan	396	396	C	C	FALSE	0
AB191389	Japan	396	396	A	A	FALSE	0
AB194947	Cameroon	3212	3212	E	E	FALSE	0
AB194948	Cameroon	3212	3212	E	E	FALSE	0
AB194949	Cameroon	3221	3221	A	A	FALSE	0
AB194950	Cameroon	3221	3221	A	A	FALSE	0
AB194951	Cameroon	3221	3221	A	A	FALSE	0
AB194952	Cameroon	3221	3221	A	A	FALSE	0
AB194953	Cameroon	801	801	A	A	FALSE	0
AB194954	Cameroon	801	801	E	E	FALSE	0
AB194955	Cameroon	801	801	E	E	FALSE	0
AB195930	Japan	3215	3215	C	C	FALSE	0
AB195931	Japan	3215	3215	C	C	FALSE	0
AB195932	Japan	3215	3215	C	C	FALSE	0
AB195933	Japan	3215	3215	B	B	FALSE	0
AB195934	Japan	3215	3215	B	B	FALSE	0
AB195935	Japan	3215	3215	B	B	FALSE	0
AB195936	Japan	3215	3215	C	C	FALSE	0
AB195937	Japan	3215	3215	C	C	FALSE	0
AB195938	Japan	3215	3215	C	C	FALSE	0
AB195939	Japan	3215	3215	C	C	FALSE	0
AB195940	Japan	3215	3215	C	C	FALSE	0
AB195941	Japan	3215	3215	C	C	FALSE	0
AB195942	Japan	3215	3215	C	C	FALSE	0
AB195943	Japan	3215	3215	C	C	FALSE	0
AB195944	Japan	3215	3215	C	C	FALSE	0
AB195945	Japan	3197	3197	C	C	FALSE	0
AB195946	Japan	3170	3170	C	C	FALSE	0
AB195947	Japan	3215	3215	C	C	FALSE	0
AB195948	Japan	3191	3191	C	C	FALSE	0
AB195949	Japan	3215	3215	C	C	FALSE	0
AB195950	Japan	3215	3215	C	C	FALSE	0
AB195951	Japan	3215	3215	C	C	FALSE	0
AB195952	Japan	3215	3215	C	C	FALSE	0
AB195953	Japan	3215	3215	C	C	FALSE	0
AB195954	Japan	3215	3215	C	C	FALSE	0
AB195955	Japan	3215	3215	C	C	FALSE	0
AB195956	Japan	3215	3215	C	C	FALSE	0
AB195957	Japan	3215	3215	C	C	FALSE	0
AB198076	-	3215	3215	-	C	FALSE	0
AB198077	-	3215	3215	-	C	FALSE	0
AB198078	-	3215	3215	-	C	FALSE	0
AB198079	-	3215	3215	-	C	FALSE	0
AB198080	-	3215	3215	-	C	FALSE	0
AB198081	-	3215	3215	-	C	FALSE	0
AB198082	-	3215	3215	-	C	FALSE	0
AB198083	-	3215	3215	-	C	FALSE	0
AB198084	-	3215	3215	-	C	FALSE	0
AB201272	Mongolia	396	396	D	D	FALSE	0
AB201273	Mongolia	396	396	D	D	FALSE	0
AB201274	Mongolia	396	396	D	D	FALSE	0
AB201275	Mongolia	396	396	D	D	FALSE	0
AB201276	Mongolia	396	396	D	D	FALSE	0
AB201287	Benin	3212	3212	E	E	FALSE	0
AB201288	Benin	3212	3212	E	E	FALSE	0
AB201289	Benin	3212	3212	E	E	FALSE	0
AB201290	Benin	3212	3212	E	E	FALSE	0
AB201708	-	465	465	-	C	FALSE	0
AB202071	Japan	3215	3215	C	C	FALSE	0
AB202072	-	3191	3191	C	C	FALSE	0
AB205010	Japan	3215	3215	H	H	FALSE	0
AB205118	Japan	3221	3221	A	A	FALSE	0
AB205119	Japan	3215	3215	B	B	FALSE	0
AB205120	Japan	3215	3215	B	B	FALSE	0
AB205121	Japan	3218	3218	B	B	FALSE	0
AB205122	Vietnam	3215	3215	B	B	FALSE	0
AB205123	China	3215	3215	C	C	FALSE	0
AB205124	Japan	3215	3215	C	C	FALSE	0
AB205125	Vietnam	3215	3215	C	C	FALSE	0
AB205126	Japan	3182	3182	D	D	FALSE	0
AB205127	Russia	3182	3182	D	D	FALSE	0
AB205128	Russia	3182	3182	D	D	FALSE	0
AB205129	Ghana	3212	3212	E	E	FALSE	0
AB205152	Japan	3215	3215	C	C	FALSE	0
AB205188	Ghana	3197	3197	E	E	FALSE	0
AB205189	Ghana	3212	3212	E	E	FALSE	0
AB205190	Ghana	3212	3212	E	E	FALSE	0
AB205191	Ghana	3212	3212	E	E	FALSE	0
AB205192	Ghana	3212	3212	E	E	FALSE	0
AB205323	Ghana	681	681	E	E	FALSE	0
AB205324	Ghana	681	681	E	E	FALSE	0
AB205325	Ghana	681	681	E	E	FALSE	0
AB205326	Ghana	681	681	E	E	FALSE	0
AB205327	Ghana	681	681	E	E	FALSE	0
AB205328	Ghana	681	681	E	E	FALSE	0
AB205329	Ghana	681	681	E	E	FALSE	0
AB206482	Mongolia	396	396	-	D	FALSE	0
AB206483	Mongolia	396	396	-	D	FALSE	0
AB206484	Mongolia	396	396	-	D	FALSE	0
AB206485	Mongolia	396	396	-	D	FALSE	0
AB206486	Mongolia	396	396	-	D	FALSE	0
AB206487	Mongolia	396	396	-	D	FALSE	0
AB206488	Mongolia	396	396	-	D	FALSE	0
AB206489	Mongolia	396	396	-	D	FALSE	0
AB206490	Mongolia	396	396	-	D	FALSE	0
AB206491	Mongolia	396	396	-	D	FALSE	0
AB206492	Mongolia	396	396	-	D	FALSE	0
AB206493	Mongolia	396	396	-	D	FALSE	0
AB206494	Mongolia	396	396	-	D	FALSE	0
AB206495	Mongolia	396	396	-	D	FALSE	0
AB206496	Mongolia	396	396	-	D	FALSE	0
AB206497	Mongolia	396	396	-	D	FALSE	0
AB206498	Mongolia	396	396	-	D	FALSE	0
AB206499	Mongolia	396	396	-	D	FALSE	0
AB206500	Mongolia	396	396	-	D	FALSE	0
AB206501	Mongolia	396	396	-	D	FALSE	0
AB206502	Mongolia	396	396	-	D	FALSE	0
AB206503	Mongolia	396	396	-	D	FALSE	0
AB206504	Mongolia	396	396	-	D	FALSE	0
AB206505	Mongolia	396	396	-	D	FALSE	0
AB206506	Mongolia	396	396	-	D	FALSE	0
AB206507	Mongolia	396	396	-	D	FALSE	0
AB210818	Japan	3182	3182	D	D	FALSE	0
AB210819	Japan	3182	3182	D	D	FALSE	0
AB210820	Japan	3182	3182	D	D	FALSE	0
AB210821	Japan	3182	3182	D	D	FALSE	0
AB210822	Japan	3182	3182	D	D	FALSE	0
AB212625	Vietnam	3215	3215	-	B	FALSE	0
AB212626	-	3197	3197	-	B	FALSE	0
AB214516	Bolivia	3215	3215	F	F	FALSE	0
AB214636	Cambodia	522	522	-	C	FALSE	153
AB214637	Cambodia	522	522	-	B	FALSE	153
AB214638	Cambodia	522	522	-	C	FALSE	144
AB214639	Cambodia	522	522	-	C	FALSE	144
AB214640	Cambodia	522	522	-	B	FALSE	153
AB214641	Cambodia	522	522	-	B	FALSE	153
AB214642	Cambodia	492	492	-	C	FALSE	99
AB214643	Cambodia	522	522	-	B	FALSE	153
AB214644	Cambodia	522	522	-	C	FALSE	156
AB214645	Cambodia	522	521	-	C	FALSE	153
AB214646	Cambodia	522	522	-	C	FALSE	144
AB214647	Cambodia	522	522	-	C	FALSE	144
AB219426	-	3215	3214	-	B	FALSE	0
AB219427	-	3215	3215	-	B	FALSE	0
AB219428	-	3215	3215	-	B	FALSE	0
AB219429	-	3215	3215	-	B	FALSE	0
AB219430	-	3215	3215	-	B	FALSE	0
AB219529	United Kingdom	3200	3200	E	E	FALSE	0
AB219530	United Kingdom	3050	3050	E	E	FALSE	0
AB219531	United Kingdom	3107	3107	E	E	FALSE	0
AB219532	United Kingdom	3038	3038	E	E	FALSE	0
AB219533	United Kingdom	3218	3217	E	E	FALSE	0
AB219534	United Kingdom	3179	3179	E	E	FALSE	0
AB221759	Mongolia	396	396	-	D	FALSE	0
AB221760	Mongolia	396	396	-	D	FALSE	0
AB221761	Mongolia	396	396	-	C	FALSE	0
AB221762	Mongolia	396	396	-	D	FALSE	0
AB221763	Mongolia	396	396	-	D	FALSE	0
AB221764	Mongolia	396	396	-	D	FALSE	0
AB221765	Mongolia	396	396	-	C	FALSE	0
AB221766	Mongolia	396	396	-	D	FALSE	0
AB221767	Mongolia	396	396	-	C	FALSE	0
AB221768	Mongolia	396	396	-	D	FALSE	0
AB221769	Mongolia	396	396	-	D	FALSE	0
AB221770	Mongolia	396	396	-	D	FALSE	0
AB221771	Mongolia	396	396	-	C	FALSE	0
AB221772	Mongolia	396	396	-	C	FALSE	0
AB221773	Mongolia	396	396	-	D	FALSE	0
AB221774	Mongolia	396	396	-	D	FALSE	0
AB221775	Mongolia	396	396	-	D	FALSE	0
AB221776	Mongolia	396	396	-	D	FALSE	0
AB221777	Mongolia	396	396	-	D	FALSE	0
AB221778	Mongolia	396	396	-	D	FALSE	0
AB221779	Mongolia	396	396	-	D	FALSE	0
AB221780	Mongolia	396	396	-	D	FALSE	0
AB221781	Mongolia	396	396	-	D	FALSE	0
AB221782	Mongolia	396	396	-	D	FALSE	0
AB221783	Mongolia	396	396	-	D	FALSE	0
AB221784	Mongolia	396	396	-	D	FALSE	0
AB221785	Mongolia	396	396	-	D	FALSE	0
AB221786	Mongolia	396	396	-	D	FALSE	0
AB221787	Mongolia	396	396	-	D	FALSE	0
AB221788	Mongolia	396	396	-	D	FALSE	0
AB221789	Mongolia	396	396	-	D	FALSE	0
AB221790	Mongolia	396	396	-	D	FALSE	0
AB221791	Mongolia	396	396	-	D	FALSE	0
AB221792	Mongolia	396	396	-	D	FALSE	0
AB221793	Mongolia	396	396	-	D	FALSE	0
AB221794	Mongolia	396	396	-	D	FALSE	0
AB221795	Mongolia	396	396	-	D	FALSE	0
AB221796	Mongolia	396	396	-	D	FALSE	0
AB221797	Mongolia	396	396	-	D	FALSE	0
AB221798	Mongolia	396	396	-	D	FALSE	0
AB221799	Mongolia	396	396	-	D	FALSE	0
AB221800	Mongolia	396	396	-	D	FALSE	0
AB221801	Mongolia	396	396	-	D	FALSE	0
AB221802	Mongolia	396	396	-	D	FALSE	0
AB221803	Mongolia	396	396	-	D	FALSE	0
AB221804	Mongolia	396	396	-	D	FALSE	0
AB221805	Mongolia	396	396	-	D	FALSE	0
AB221806	Mongolia	396	396	-	D	FALSE	0
AB221807	Mongolia	396	396	-	D	FALSE	0
AB221808	Mongolia	396	396	-	D	FALSE	0
AB221809	Mongolia	396	396	-	D	FALSE	0
AB221810	Mongolia	396	396	-	D	FALSE	0
AB221811	Mongolia	396	396	-	D	FALSE	0
AB221812	Mongolia	396	396	-	D	FALSE	0
AB221813	Mongolia	396	396	-	D	FALSE	0
AB221814	Mongolia	396	396	-	D	FALSE	0
AB221815	Mongolia	396	396	-	D	FALSE	0
AB221816	Mongolia	396	396	-	D	FALSE	0
AB221817	Mongolia	396	396	-	D	FALSE	0
AB221818	Mongolia	396	396	-	B	FALSE	0
AB221819	Mongolia	396	396	-	D	FALSE	0
AB221820	Mongolia	396	396	-	D	FALSE	0
AB221821	Mongolia	396	396	-	D	FALSE	0
AB221822	Mongolia	396	396	-	D	FALSE	0
AB221823	Mongolia	396	396	-	D	FALSE	0
AB221824	Mongolia	396	396	-	D	FALSE	0
AB221825	Mongolia	396	396	-	D	FALSE	0
AB221826	Mongolia	396	396	-	C	FALSE	0
AB221827	Mongolia	396	396	-	D	FALSE	0
AB221828	Mongolia	396	396	-	D	FALSE	0
AB221829	Mongolia	396	396	-	C	FALSE	0
AB221830	Mongolia	396	396	-	D	FALSE	0
AB221831	Mongolia	396	396	-	D	FALSE	0
AB221832	Mongolia	396	396	-	D	FALSE	0
AB221833	Mongolia	396	396	-	D	FALSE	0
AB221834	Mongolia	396	396	-	D	FALSE	0
AB221835	Mongolia	396	396	-	D	FALSE	0
AB221836	Mongolia	396	396	-	D	FALSE	0
AB221837	Mongolia	396	396	-	D	FALSE	0
AB221838	Mongolia	396	396	-	C	FALSE	0
AB221839	Mongolia	396	396	-	D	FALSE	0
AB221840	Mongolia	396	396	-	D	FALSE	0
AB221841	Mongolia	396	396	-	D	FALSE	0
AB221842	Mongolia	396	396	-	C	FALSE	0
AB221843	Mongolia	396	396	-	D	FALSE	0
AB221844	Mongolia	396	396	-	D	FALSE	0
AB221845	Mongolia	396	396	-	D	FALSE	0
AB221846	Mongolia	396	396	-	D	FALSE	0
AB221847	Mongolia	396	396	-	D	FALSE	0
AB221848	Mongolia	396	396	-	D	FALSE	0
AB221849	Mongolia	396	396	-	D	FALSE	0
AB221850	Mongolia	396	396	-	D	FALSE	0
AB221851	Mongolia	396	396	-	D	FALSE	0
AB221852	Mongolia	396	396	-	D	FALSE	0
AB221853	Mongolia	396	396	-	D	FALSE	0
AB221854	Mongolia	396	396	-	C	FALSE	0
AB221855	Mongolia	396	396	-	D	FALSE	0
AB221856	Mongolia	396	396	-	D	FALSE	0
AB221857	Mongolia	396	396	-	D	FALSE	0
AB221858	Mongolia	396	396	-	D	FALSE	0
AB221859	Mongolia	396	396	-	D	FALSE	0
AB221860	Mongolia	396	396	-	D	FALSE	0
AB221861	Mongolia	396	396	-	D	FALSE	0
AB221862	Mongolia	396	396	-	D	FALSE	0
AB221863	Mongolia	396	396	-	D	FALSE	0
AB221864	Mongolia	396	396	-	D	FALSE	0
AB221865	Mongolia	396	396	-	D	FALSE	0
AB221866	Mongolia	396	396	-	D	FALSE	0
AB221867	Mongolia	396	396	-	D	FALSE	0
AB221868	Mongolia	396	396	-	D	FALSE	0
AB221869	Mongolia	396	396	-	D	FALSE	0
AB221870	Mongolia	396	396	-	A	FALSE	0
AB221871	Mongolia	396	396	-	D	FALSE	0
AB221872	Mongolia	396	396	-	D	FALSE	0
AB221873	Mongolia	396	396	-	D	FALSE	0
AB221874	Mongolia	396	396	-	D	FALSE	0
AB221875	Mongolia	396	396	-	D	FALSE	0
AB221876	Mongolia	396	396	-	D	FALSE	0
AB221877	Mongolia	396	396	-	C	FALSE	0
AB221878	Mongolia	396	396	-	D	FALSE	0
AB222707	Uzbekistan	3221	3221	A	A	FALSE	0
AB222708	Uzbekistan	3221	3221	A	A	FALSE	0
AB222709	Uzbekistan	3182	3182	D	D	FALSE	0
AB222710	Uzbekistan	3179	3179	D	D	FALSE	0
AB222711	Uzbekistan	3182	3182	D	D	FALSE	0
AB222712	Uzbekistan	3182	3182	D	D	FALSE	0
AB222713	Uzbekistan	3182	3182	D	D	FALSE	0
AB222714	Uzbekistan	3215	3215	C	C	FALSE	0
AB222715	Uzbekistan	3215	3215	C	C	FALSE	0
AB222716	Japan	681	681	C	C	FALSE	0
AB222717	Japan	681	680	C	C	FALSE	0
AB222718	Japan	681	681	C	C	FALSE	0
AB222719	Japan	681	681	C	C	FALSE	0
AB222720	Japan	681	681	C	C	FALSE	0
AB222721	Japan	681	681	C	C	FALSE	0
AB222722	Japan	681	681	C	C	FALSE	0
AB222723	Japan	681	681	C	C	FALSE	0
AB222724	Japan	681	681	C	C	FALSE	0
AB222725	Japan	681	681	C	C	FALSE	0
AB222726	Japan	681	681	C	C	FALSE	0
AB222727	Japan	681	681	C	C	FALSE	0
AB222728	Japan	681	681	C	C	FALSE	0
AB222729	Japan	681	681	C	C	FALSE	0
AB222730	Japan	681	681	C	C	FALSE	0
AB222731	Japan	681	681	C	C	FALSE	0
AB222732	Japan	681	681	C	C	FALSE	0
AB222733	Japan	681	681	C	C	FALSE	0
AB222734	Japan	681	681	C	C	FALSE	0
AB222735	Japan	681	681	C	C	FALSE	0
AB222736	Japan	681	681	C	C	FALSE	0
AB222737	Japan	681	681	C	C	FALSE	0
AB222738	Japan	681	681	C	C	FALSE	0
AB222739	Japan	681	681	C	C	FALSE	0
AB222740	Japan	681	681	C	C	FALSE	0
AB222741	Japan	681	681	C	C	FALSE	0
AB222742	Japan	681	681	C	A	FALSE	0
AB222743	China	681	677	C	C	FALSE	0
AB222744	China	681	681	C	C	FALSE	0
AB222745	China	681	681	C	C	FALSE	0
AB222746	China	681	681	C	C	FALSE	0
AB222747	China	681	680	C	C	FALSE	0
AB222748	China	681	681	-	C	FALSE	0
AB222749	China	681	681	C	C	FALSE	0
AB222750	China	681	681	C	C	FALSE	0
AB222751	China	681	681	C	C	FALSE	0
AB222752	China	681	681	C	C	FALSE	0
AB222753	China	681	681	C	C	FALSE	0
AB222754	China	681	681	C	C	FALSE	0
AB222755	China	681	681	C	C	FALSE	0
AB222756	China	681	681	C	C	FALSE	0
AB222757	China	681	681	C	C	FALSE	0
AB222758	China	681	681	C	C	FALSE	0
AB222759	China	681	681	C	C	FALSE	0
AB222760	China	681	681	C	C	FALSE	0
AB222761	China	681	681	C	C	FALSE	0
AB222762	China	681	681	C	C	FALSE	0
AB222763	China	681	680	C	C	FALSE	0
AB222764	China	681	681	C	C	FALSE	0
AB222765	China	681	681	C	C	FALSE	0
AB222766	China	681	681	C	C	FALSE	0
AB222767	China	681	681	C	C	FALSE	0
AB222768	China	681	681	C	C	FALSE	0
AB222769	China	681	681	C	C	FALSE	0
AB222770	China	681	681	C	C	FALSE	0
AB222771	China	681	681	C	C	FALSE	0
AB222772	China	681	681	C	C	FALSE	0
AB222773	China	681	681	C	C	FALSE	0
AB222774	China	681	680	C	C	FALSE	0
AB222775	China	681	680	C	C	FALSE	0
AB222776	China	681	681	C	C	FALSE	0
